nome_prodotto,quantita,categoria,inizio_promozione,fine_promozione
GIN BOMBAY SAPPHIRE,700ML,BEVANDE,2026-03-24,2026-04-06
GIN BOSFORD,700ML,BEVANDE,2024-05-07,2024-05-20
GRAPPA LORENZO INGA AMARONE BRUNELLO,500ML,BEVANDE,2025-12-02,2025-12-15
GRECANICO TERRE SICILIANE IGT,750ML,BEVANDE,2026-01-02,2026-01-12
GRIGHIONLINO DEL MONFERRATO CASALESE DOC,750ML,BEVANDE,2025-10-07,2025-10-20
GRIGNOLINO MONFERRAT CONESALLES,750ML,BEVANDE,2024-09-24,2024-10-07
GRIGNOLINO MONFERRATO CASALESE DOC,750ML,BEVANDE,2025-11-18,2025-12-01
GUTTURNIO DOC FRATELLI MAGGI,750ML,BEVANDE,2025-03-25,2025-04-07
GUTTURNIO DOC FRIZZANTE,750ML,BEVANDE,2025-11-04,2025-11-17
GUTTURNIO DOC LARONCHI VINI,750ML,BEVANDE,2024-08-27,2024-09-09
GUTTURNO DOC,750ML,BEVANDE,2026-04-07,2026-04-20
HIGH PROTEIN DRINK,250G,BEVANDE,2024-09-24,2024-10-07
HIGH PROTEIN DRINK ALPLI PRO,250ML,BEVANDE,2026-04-21,2026-05-04
HUGO APERITIVO PRONTO,750ML,BEVANDE,2024-06-18,2024-07-01
"INTEGRATORE LIMONE, ARANCIO",500ML,BEVANDE,2025-09-23,2025-10-06
INTEGRATORE SPRINT GO,500ML,BEVANDE,2025-09-23,2025-10-06
INZOLIA PINOT GRIGIO IGT,750ML,BEVANDE,2025-07-29,2025-08-11
LA BIRRITA AL CAFE BRASILENA,180MLX6,BEVANDE,2024-07-16,2024-07-29
LAGER BEER,500ML,BEVANDE,2026-01-13,2026-01-26
LAMBRUSCO DELL'EMILIA IGT,1LT,BEVANDE,2025-06-17,2025-06-30
LAMBRUSCO DI MODENA DOC,750ML,BEVANDE,2024-09-24,2024-10-07
LAMBRUSCO DOC,750ML,BEVANDE,2025-10-07,2025-10-20
LAMBRUSCO ROSO DOC,750ML,BEVANDE,2025-07-01,2025-07-14
LAMBRUSCO SECCO AMABILE,1.5LT,BEVANDE,2026-02-10,2026-02-23
LANGHE ARNEIS DOC,750ML,BEVANDE,2026-06-02,2026-06-15
LEMON SODA MOJITO ANALCOLICO TWIST GAZZEOSA,330ML,BEVANDE,2024-07-16,2024-07-29
LEMON SODA ORAN SODA,500ML,BEVANDE,2024-07-16,2024-07-29
LIMONCELLO MASTRI DISTILLATORI,700ML,BEVANDE,2024-08-13,2024-08-26
LIQUORI CREMA,500ML,BEVANDE,2024-05-07,2024-05-20
LONDON DRY GIN,750ML,BEVANDE,2023-12-19,2023-12-31
MARTINI BIANCO,750ML,BEVANDE,2025-12-02,2025-12-15
MERLOT VENETO IGT,750ML,BEVANDE,2025-10-07,2025-10-20
MONTEPULCIANO D'ABRUZZO DOC,750ML,BEVANDE,2026-06-02,2026-06-15
MORELLINO DI SCANSANO DOCG,750ML,BEVANDE,2025-10-07,2025-10-20
MOSCATO DOLCE,750ML,BEVANDE,2026-05-19,2026-06-01
MOSCATO ROCCA DEI FORTI DOLCE,750ML,BEVANDE,2025-12-02,2025-12-15
MYAMI BCAA,250ML,BEVANDE,2025-01-03,2025-01-13
MÜLLER THURGAU,750ML,BEVANDE,2026-03-10,2026-03-23
MÜLLER THURGAU DELLE VENEZIE IGT,750ML,BEVANDE,2025-09-23,2025-10-06
MÜLLER THURGAU TREVENEZIE IGT,750ML,BEVANDE,2024-12-17,2024-12-31
MÜLLER THURGAU TREVIGIANO IGT,750ML,BEVANDE,2025-10-07,2025-10-20
NEBBIOLO DE LLE LANGHE DOC,750ML,BEVANDE,2024-09-24,2024-10-07
NEBBIOLO DELLE LANGHE DOC,750ML,BEVANDE,2025-10-07,2025-10-20
NEGROAMARO APPASSIMENTO,750ML,BEVANDE,2024-12-03,2024-12-16
NEGROAMARO SALENTO IGT,750ML,BEVANDE,2024-11-19,2024-12-02
NEGROMARO PRIMITIVO SALENTO IGT,750ML,BEVANDE,2025-10-21,2025-11-03
NEGROMARO ROSATO SALENTO IGT,750ML,BEVANDE,2025-10-07,2025-10-20
NERO D'AVOLA,750ML,BEVANDE,2024-11-05,2024-11-18
NERO D'AVOLA DOC,750ML,BEVANDE,2026-06-02,2026-06-15
NERO D'AVOLA IGT,750ML,BEVANDE,2024-06-04,2024-06-17
NERO D'AVOLA SICILIA DOC,750ML,BEVANDE,2026-05-19,2026-06-01
NERO D'AVOLA TERRE SICILIANE DOC,750ML,BEVANDE,2024-04-02,2024-04-15
NERO DI PAVOLA SICILIA DOC,750ML,BEVANDE,2025-10-07,2025-10-20
NERO DI TROIA IGT,750ML,BEVANDE,2025-10-07,2025-10-20
NERO DI TROIA PUGLIA IGT,750ML,BEVANDE,2024-12-17,2024-12-31
NETTARE DI ANANAS,1LT,BEVANDE,2024-01-30,2024-02-12
NETTARE DI FRUTTA,1LT,BEVANDE,2024-08-27,2024-09-09
NETTARE DI FRUTTA FRUITEL,1LT,BEVANDE,2024-11-19,2024-12-02
PEPSI,500ML,BEVANDE,2026-01-13,2026-01-26
PEPSI CLASSICA,1.25LT,BEVANDE,2025-08-26,2025-09-08
PINOT NERO IGT,750ML,BEVANDE,2025-09-23,2025-10-06
PINOT NERO IGT PROVINCIA DI PAVIA,750ML,BEVANDE,2025-10-07,2025-10-20
PORTO 10 ANNI GRAN CRUZ,750ML,BEVANDE,2023-12-05,2023-12-18
PORTO GRAN CRUZ,750ML,BEVANDE,2024-12-03,2024-12-16
PORTO RESERVE GRAN CRUZ,750ML,BEVANDE,2025-12-02,2025-12-15
POWERADE,500ML,BEVANDE,2026-05-05,2026-05-18
POWERADE GUSTI ASSORTITI,500ML,BEVANDE,2026-02-10,2026-02-23
PRIMITIVO DI MANDURIA,750ML,BEVANDE,2024-04-23,2024-05-06
PRIMITIVO PUGLIA IGP ROSATO,750ML,BEVANDE,2026-04-21,2026-05-04
PROSECCO DOC,750ML,BEVANDE,2025-10-07,2025-10-20
PROSECCO DOC EXTRA DRY,750ML,BEVANDE,2026-03-24,2026-04-06
PROSECCO DOC FRIZZANTE,750ML,BEVANDE,2025-10-07,2025-10-20
PROSECCO VENETO DOC,750ML,BEVANDE,2026-02-24,2026-03-09
RED BULL,250ML,BEVANDE,2026-04-21,2026-05-04
REFOSCO DAL PEDUNCOLO ROSSO,750ML,BEVANDE,2025-01-14,2025-01-27
REFOSCO DAL PEDUNCOLO ROSSO VENETO IGT,750ML,BEVANDE,2025-08-12,2025-08-25
REFOSCO VENETO IGT,750ML,BEVANDE,2025-10-07,2025-10-20
RIESLING MILLESIMATO EXTRA DRY,750ML,BEVANDE,2024-12-17,2024-12-31
ROSSO PICENO DOC,750ML,BEVANDE,2025-12-02,2025-12-15
RUCHE DI CASTAGNOLA MONFERRATO DOC,750ML,BEVANDE,2024-09-24,2024-10-07
SAN A TTIVA ZERO ACE,1LT,BEVANDE,2024-08-13,2024-08-26
SAN ASTRITTA ZERO ACE FRUTTIRASSI,500ML,BEVANDE,2025-10-07,2025-10-20
SANGIOVESE DOC,750ML,BEVANDE,2025-07-01,2025-07-14
SANGIOVESE IGT,750ML,BEVANDE,2025-07-29,2025-08-11
SANGIOVESE PRIMITIVO PUGLIA IGT,750ML,BEVANDE,2025-10-07,2025-10-20
SANGRIA CREMA SPUMA DI SCAMPAGNA,1.3LT,BEVANDE,2025-10-07,2025-10-20
SANGUE DI GIUDA DELL'OL TREPÒ PAVESE DOC,750ML,BEVANDE,2025-04-22,2025-05-05
SANGUE DI GUIDA DELL'OLTREPÒ PAVESE DOC,750ML,BEVANDE,2026-04-21,2026-05-04
SANGUE DI SUGOLA DELL'OLTREPO PAVESE DOC,750ML,BEVANDE,2025-10-07,2025-10-20
SANT'ANNA ZERO FRUTTI BOSCO,500ML,BEVANDE,2024-10-08,2024-10-21
SAUVIGNON TREVENEZIE IGTT,750ML,BEVANDE,2025-07-15,2025-07-28
SCHWEPPES,500ML,BEVANDE,2025-12-02,2025-12-15
SCIROPPO,500ML,BEVANDE,2025-05-20,2025-06-02
SCIROPPO ZERO FABBRI,500ML,BEVANDE,2025-07-01,2025-07-14
SCOTCH WHISKY WILLIAM LAWSON'S,700ML,BEVANDE,2025-11-04,2025-11-17
SELTZ,1LT,BEVANDE,2024-06-18,2024-07-01
SELTZ URBAN,1.5LT,BEVANDE,2025-12-16,2025-12-31
SIROPPO GUSTI ASSORTITI,500ML,BEVANDE,2024-05-21,2024-06-03
SISTEHA IMMUNITARIO,500ML,BEVANDE,2025-01-28,2025-02-10
SOAVE DOC,750ML,BEVANDE,2026-03-24,2026-04-06
SODA,500ML,BEVANDE,2025-07-29,2025-08-11
SPORT DRINK,500ML,BEVANDE,2024-09-10,2024-09-23
SPREMUTA DI FRUTTA + FITTEZZA,500ML,BEVANDE,2024-10-22,2024-11-04
SPREMUTA DI FRUTTA PFANNER,500ML,BEVANDE,2026-05-19,2026-06-01
SPRENUTTA DI FRUTTA + PFANNER,500ML,BEVANDE,2025-04-22,2025-05-05
SPRITE CLASSICA,1.5LT,BEVANDE,2024-12-03,2024-12-16
"SPRITE, FANTA",1.5LT,BEVANDE,2026-04-21,2026-05-04
SPRITZ HURRICANE,200ML,BEVANDE,2025-07-01,2025-07-14
SPRITZ ZERO HURRICANE,200MLX3,BEVANDE,2025-08-12,2025-08-25
SPUMANTE CHARDONNAY BRUT,750ML,BEVANDE,2026-02-24,2026-03-09
SPUMANTE CUVEE MILLESIMATO,750ML,BEVANDE,2024-07-30,2024-08-12
SPUMANTE CUVÉE BRUT GRAN DESSERT,750ML,BEVANDE,2024-12-17,2024-12-31
SPUMANTE CUVÉE MILLESIMATO EXTRA DRY,750ML,BEVANDE,2025-07-01,2025-07-14
SPUMANTE CUVÉE N°1 MILLESINATO EXTRA DRY,750ML,BEVANDE,2025-12-16,2025-12-31
"SPUMANTE DOLCE CUVÉE, BRUT",750ML,BEVANDE,2025-12-16,2025-12-31
SPUMANTE EXTRA DRY,750ML,BEVANDE,2023-12-19,2023-12-31
SPUMANTE MILLEMISTO,750ML,BEVANDE,2025-07-29,2025-08-11
SPUMANTE MOSCATO,750ML,BEVANDE,2023-12-19,2023-12-31
SPUMANTE MÜLLER THURGAU,750ML,BEVANDE,2026-03-24,2026-04-06
SPUMANTE MÜLLER THURGAU BRUT,750ML,BEVANDE,2025-10-07,2025-10-20
SPUMANTE MÜLLER THURGAU EXTRA DRY,750ML,BEVANDE,2025-12-16,2025-12-31
SPUMANTE MÜLLER THURGAU EXTRA DRY CASCINE DI CORTE,1.5LT,BEVANDE,2024-12-17,2024-12-31
SPUMANTE RIBOLLA GIALLA,750ML,BEVANDE,2025-12-16,2025-12-31
SPUMANTE RIBOLLA GIALLA ANNONE,750ML,BEVANDE,2024-12-17,2024-12-31
SPUMANTE RIESLING MILLESIMATO,750ML,BEVANDE,2026-05-05,2026-05-18
SPUMANTE ROCCA DEI FORTI,750ML,BEVANDE,2024-06-18,2024-07-01
SPUMANTE ROSATO BRUT,750ML,BEVANDE,2025-12-02,2025-12-15
SPUMANTE SOAVE EXTRA DRY DOC,750ML,BEVANDE,2025-10-07,2025-10-20
SUCCO DI FRUTTA,2LT,BEVANDE,2025-12-02,2025-12-15
SUCCO DI FRUTTA BIO,200MLX3,BEVANDE,2025-06-17,2025-06-30
SUCCO DI FRUTTA BIO MULTI GOLD,200ML,BEVANDE,2026-02-10,2026-02-23
SUCCO DI FRUTTA JOLLY,1LT,BEVANDE,2025-06-03,2025-06-16
"SUCCO DI FRUTTA MELA VERDE, ANANAS E CONCIA",1LT,BEVANDE,2026-04-07,2026-04-20
SUCCO DI FRUTTA MELLA,1LT,BEVANDE,2024-09-10,2024-09-23
SUCCO DI FRUTTA PLANNER,1LT,BEVANDE,2024-11-05,2024-11-18
SUCCO DI LIMONE,200ML,BEVANDE,2026-06-02,2026-06-15
SUCCO DI LIMONI DI SICILIA LIMMI,125ML,BEVANDE,2026-04-07,2026-04-20
SUCCO DI MELA,1LT,BEVANDE,2026-05-19,2026-06-01
SUCCO E POLPA DI FRUTTA,200ML X3,BEVANDE,2026-01-02,2026-01-12
SUCCO ZERO SAN BENEDETTO,400ML,BEVANDE,2025-09-09,2025-09-22
SUCCO ZERO ZUCCHERI AGGIUNTI,500ML,BEVANDE,2025-08-26,2025-09-08
SUCCOSO ZERO ZUCCHERI AGGIUNTI SAN BENDETTO,1LT,BEVANDE,2024-08-27,2024-09-09
SUGGOZERO SAN BENEDETTO,400ML,BEVANDE,2024-10-08,2024-10-21
SUSUMNIELLO SALENTO IGT,750ML,BEVANDE,2026-04-21,2026-05-04
TERCINE SICILIANE IGR GRILLO,750ML,BEVANDE,2024-09-24,2024-10-07
TERRE SICILIANE IGT GRILLO,750ML,BEVANDE,2025-10-07,2025-10-20
THÉ,1.5LT,BEVANDE,2025-07-29,2025-08-11
THÉ SÓRSI PESCA LIMONE,1.5LT,BEVANDE,2024-07-16,2024-07-29
THÉ ZERO ZUCCHERI,1.5LT,BEVANDE,2025-07-29,2025-08-11
TREBBIANO ROMAGNA DOC,750ML,BEVANDE,2025-07-15,2025-07-28
"TÈ SOLUBILE EVERTON LIMONE, PESCA",105G,BEVANDE,2024-07-30,2024-08-12
VERMENTINO DI SARDEGNA DOC,750ML,BEVANDE,2024-08-13,2024-08-26
VERMENTINO SARDEGNA DOC,750ML,BEVANDE,2025-08-12,2025-08-25
VERMENTINO TERRE SICILIANE IGT,750ML,BEVANDE,2025-10-07,2025-10-20
VIN DE BORDEAUX LAVERGNE,750ML,BEVANDE,2024-12-17,2024-12-31
VIN MOUSSEUX BLANCS DE BLANCS BRUT MAGNUM,1.5LT,BEVANDE,2024-12-17,2024-12-31
VINI NET,750ML,BEVANDE,2025-08-26,2025-09-08
VINO BIANCO BRIK,250MLX3,BEVANDE,2024-03-12,2024-03-18
VINO BIANCO CASTELLI ROMANI DOC,750ML,BEVANDE,2026-02-24,2026-03-09
VINO BIANCO FRIZZANTE AMABILE,1.5LT,BEVANDE,2026-05-05,2026-05-18
"VINO BIANCO, ROSSO",750ML,BEVANDE,2026-06-02,2026-06-15
VINO DA TAVOLA,5LT,BEVANDE,2024-08-27,2024-09-09
VINO DOC,750ML,BEVANDE,2026-03-24,2026-04-06
VINO DOC BARBERA,750ML,BEVANDE,2023-12-05,2023-12-18
VINO DOC CAPETTA,750ML,BEVANDE,2024-12-17,2024-12-31
VINO DOC CAPETTA CORTESE DELL'ALTO MONFERRATO CHARETTO,750ML,BEVANDE,2024-05-21,2024-06-03
VINO DOC CAPETTA DOLCETTO D'ACQUI,750ML,BEVANDE,2024-04-16,2024-04-22
VINO DOC DOLETTO D'ACQUI BARBERA,750ML,BEVANDE,2025-04-08,2025-04-21
VINO DOC MONFERRATO CHARETTO,750ML,BEVANDE,2026-02-24,2026-03-09
VINO DOC MONFERRATO CHIGI,750ML,BEVANDE,2025-03-25,2025-04-07
VINO FRIZZANTE,750ML,BEVANDE,2026-03-24,2026-04-06
VINO FRIZZANTE BIANCO ROSATO,750ML,BEVANDE,2026-04-07,2026-04-20
VINO FRIZZANTE ROSATO,750ML,BEVANDE,2024-05-07,2024-05-20
VINO FRIZZANTINO,1.5LT,BEVANDE,2024-10-22,2024-11-04
VINO GUTTURNIO DOC,750ML,BEVANDE,2026-02-10,2026-02-23
VINO MÜLLER THURGAU,750ML,BEVANDE,2024-09-10,2024-09-23
VINO ROS CAPETTA,750ML,BEVANDE,2024-07-30,2024-08-12
VINO ROSSO,750ML,BEVANDE,2024-02-27,2024-03-11
VINO ROSSO NONFERMENTATO,750ML,BEVANDE,2025-07-01,2025-07-14
VINO ROSÉ VENETO IGT,750ML,BEVANDE,2024-08-27,2024-09-09
VINO SPUMANTE BRUT ROSÉ,750ML,BEVANDE,2025-12-16,2025-12-31
VINO VERONA 1GT VILLA ANNONE,750ML,BEVANDE,2025-09-09,2025-09-22
VODKA JANOKA,700ML,BEVANDE,2025-07-29,2025-08-11
WHISKY LABEL 5,700ML,BEVANDE,2025-12-02,2025-12-15
BENESSERE TWININGS,18FILTRI,CAFFE,2026-05-19,2026-06-01
BEVANDA FREDDA CAFFÈLATTE ESPRESSO,230ML,CAFFE,2024-06-18,2024-07-01
CAFFE CHICCO D'ORO TRADITION,250G,CAFFE,2026-01-27,2026-02-09
CAFFE IN CAPSULE,56G,CAFFE,2025-01-28,2025-02-10
CAFFÈ,250G,CAFFE,2025-04-22,2025-05-05
CAFFÈ BAR CASA ESPRESSO,250G,CAFFE,2025-06-03,2025-06-16
"CAFFÈ COVIM ARABICO, BRISO",208G,CAFFE,2024-07-16,2024-07-29
"CAFFÈ COVIM PRESSO: BROSSO, ARMONICO",165G,CAFFE,2025-02-25,2025-03-10
CAFFÈ COVIN PREMIUM,250G,CAFFE,2024-10-08,2024-10-21
CAFFÈ CREMA E GUSTO LAVAZZA,440G,CAFFE,2026-05-05,2026-05-18
CAFFÈ DEK LAVAZZA,250G,CAFFE,2026-05-19,2026-06-01
CAFFÈ DEK LAVAZZA CLASSICO,250G,CAFFE,2024-07-30,2024-08-12
CAFFÈ DIVERSI TIPI,N/D,CAFFE,2025-08-26,2025-09-08
CAFFÈ ESPRESSO,250G,CAFFE,2025-09-23,2025-10-06
CAFFÈ ESPRESSO BAR L'AROMA DEL CAFFÈ,350G,CAFFE,2026-01-02,2026-01-12
CAFFÈ ESPRESSO CASA SEGAFREDO,250G,CAFFE,2025-05-06,2025-05-19
CAFFÈ ESPRESSO SEGAFREDO,50PZ,CAFFE,2024-05-07,2024-05-20
CAFFÈ GUSTO PIÙ COVIM,12PZ,CAFFE,2025-10-21,2025-11-03
CAFFÈ GUSTOSO,250G,CAFFE,2026-06-02,2026-06-15
CAFFÈ IN CAPSULE SEGAFREDO,255G,CAFFE,2025-07-29,2025-08-11
CAFFÈ IN CIALDE ESPRESSO CASA SEGAFREDO,350G,CAFFE,2026-01-02,2026-01-12
CAFFÈ IN GRANI,1KG,CAFFE,2024-04-23,2024-05-06
CAFFÈ IN GRANI CHICCO D'ORO,1KG,CAFFE,2026-04-07,2026-04-20
CAFFÈ IN GRANI PIGAO,1KG,CAFFE,2024-06-18,2024-07-01
CAFFÈ INTERMEZZO SAFREDDO,250G,CAFFE,2025-10-21,2025-11-03
CAFFÈ LAVAZZA QUALITA ROSSA,250G,CAFFE,2024-07-30,2024-08-12
CAFFÈ NERO NOBILE CLASSICO,560G,CAFFE,2025-01-03,2025-01-13
CAFFÈ ORA COVIM,208G,CAFFE,2025-11-18,2025-12-01
CAFFÈ ORO DI NAPOLI,350G,CAFFE,2025-01-14,2025-01-27
CAFFÈ PRESSO COVIN,30CAPS,CAFFE,2025-10-07,2025-10-20
CAFFÈ PRESSÒ COVIM,165G,CAFFE,2024-06-18,2024-07-01
CAFFÈ QUALITÀ ROSSA LAVAZZA,250G,CAFFE,2026-05-19,2026-06-01
CAFFÈ SEGAFREDO,25S,CAFFE,2026-03-10,2026-03-23
CAMOMILLA BIO EVERTON,40FILTRI,CAFFE,2026-02-10,2026-02-23
CAMOMILLA CON MELATONINA SOGNI D'ORO,64G,CAFFE,2024-11-19,2024-12-02
CAMOMILLA CON MELATONINA SOGNIDORO,16BUSTINE,CAFFE,2026-04-21,2026-05-04
CAMOMILLA MELATONINA SOGNI D'ORO,16PZ,CAFFE,2025-11-18,2025-12-01
CAMOMILLA SETACCIATA,26G,CAFFE,2024-04-02,2024-04-15
CAMOMILLA SETACCIATA BONOMELLI,28G,CAFFE,2025-11-04,2025-11-17
CAPSULE ARABICA CLASSICO,56PZ,CAFFE,2024-01-16,2024-01-29
CAPSULE CAFFÈ COVIN ORA,50PZ,CAFFE,2024-04-23,2024-05-06
CAPSULE COMPATIBILI CON MACCHINE NESPRESSO,55G,CAFFE,2024-01-30,2024-02-12
CAPSULE LAVAZZA,17G,CAFFE,2026-04-21,2026-05-04
CAPSULE LAVAZZA A MODO MIO,270G,CAFFE,2026-04-07,2026-04-20
CAPSULE LAVAZZA A MODO MIO PASSIONALE QUALITA ROSSA,36CAPSULE,CAFFE,2024-07-30,2024-08-12
CAPSULE LAVAZZA AROMATICO,270G,CAFFE,2026-06-02,2026-06-15
CAPSULE LAVAZZA SUERTE,270G,CAFFE,2023-12-05,2023-12-18
CAPSULE NESCAFÉ DOLCE GUSTO,390G,CAFFE,2025-09-09,2025-09-22
CAPSULE PER CAFFÈ CLASSICO,100CAPS,CAFFE,2024-06-04,2024-06-17
CAPSULE PER CAFFÈ PRESSO COVIN,10PZ,CAFFE,2025-11-04,2025-11-17
CAPSULE SEGAFREDO CLASSICO,255G,CAFFE,2026-05-19,2026-06-01
CIALDE CRASTAN ESPRESSO,18CIALDE,CAFFE,2025-10-07,2025-10-20
CICORIA BIO RISTORA,250G,CAFFE,2025-06-17,2025-06-30
CICORIA SOLUBILE CRASTAN,100G,CAFFE,2025-06-03,2025-06-16
FRIZZI COFFEE,200ML,CAFFE,2025-08-26,2025-09-08
INFUSE FREDDO TWININGS,25G,CAFFE,2025-06-17,2025-06-30
INFUSE TWININGS,25G,CAFFE,2024-05-21,2024-06-03
INFUSI BIO EVERTON,40FILTRI,CAFFE,2025-10-07,2025-10-20
INFUSO CAMOMILLA E FINOCCHIO,20FILTRI,CAFFE,2024-12-03,2024-12-16
MACCHINA DEL CAFFÈ AKAI,N/D,CAFFE,2025-09-09,2025-09-22
NESCAFE DOLCE GUSTO ESPRESSO,60PZ,CAFFE,2024-08-27,2024-09-09
NESCAFE DOLCE GUSTO XS DELONGHI,N/D,CAFFE,2024-08-27,2024-09-09
ORZO & CAFFÈ,120G,CAFFE,2025-03-11,2025-03-24
ORZO BIO CRASTAN SOLUBILE,125G,CAFFE,2026-02-10,2026-02-23
ORZO BIO SOLUBILE,100G,CAFFE,2025-06-17,2025-06-30
ORZO NESTLÈ,120G,CAFFE,2025-11-18,2025-12-01
ORZO PLUS CRASTAN,35G,CAFFE,2025-01-14,2025-01-27
ORZO SOLUBILE,200G,CAFFE,2025-04-22,2025-05-05
ORZOPLUS CRISTAN,25G,CAFFE,2024-10-22,2024-11-04
PORTACAPSULE COMPATIBILE NESPRESSO,40PZ,CAFFE,2024-08-27,2024-09-09
SOLUBILE,500G,CAFFE,2025-09-09,2025-09-22
STAR TEA,25FILTRI,CAFFE,2024-04-16,2024-04-22
STAR TEA DETEINATO,25FILTRI,CAFFE,2024-10-08,2024-10-21
TAZZA CON CUCCHIAINO,420ML,CAFFE,2025-11-18,2025-12-01
TE VERDE,30G,CAFFE,2026-03-10,2026-03-23
TEA STAR CLASSICO,25FILTRI,CAFFE,2026-01-27,2026-02-09
TEA TWININGS,40G,CAFFE,2026-05-05,2026-05-18
TISANA,20FILTRI,CAFFE,2025-01-28,2025-02-10
TISANA BENESSERE TWININGS,18FIL,CAFFE,2025-12-16,2025-12-31
TISANA GOLD BUSH+,20FILTRI,CAFFE,2024-03-12,2024-03-18
TÈ BVO ERVENT,40FILTRI,CAFFE,2024-10-08,2024-10-21
TÈ ENGLISH BREAKFAST,20FILTRI,CAFFE,2026-01-13,2026-01-26
TÈ GOLD BUSH,N/D,CAFFE,2024-01-30,2024-02-12
TÈ NERO AROMATIZZATO TWININGS,40F,CAFFE,2024-04-23,2024-05-06
TÈ NERO DETEINATO TWININGS,4LT,CAFFE,2025-01-14,2025-01-27
TÈ NERO TWININGS,40G,CAFFE,2025-01-03,2025-01-13
TÈ NERO YELLOW LABEL LIPTON,150G,CAFFE,2026-03-10,2026-03-23
TÈ TWININGS,40G,CAFFE,2025-11-04,2025-11-17
TÈ VERDE EVERTON,40FILTRI,CAFFE,2026-05-19,2026-06-01
TÈ VERDE TWININGS,40G,CAFFE,2026-02-24,2026-03-09
'NDUJA PICCANTE,200G,CARNE,2026-04-21,2026-05-04
10 HAMBURGER,750G,CARNE,2026-01-13,2026-01-26
3 FETTE DI COTECHINO,300G,CARNE,2025-01-28,2025-02-10
4 HAMBURGER,320G,CARNE,2025-03-11,2025-03-24
AFFETTATI,N/D,CARNE,2024-07-30,2024-08-12
AFFETTATI EKOM,100G,CARNE,2024-07-16,2024-07-29
AFFETTATI VEGETALI I STUPPER,80G,CARNE,2025-09-23,2025-10-06
AFFETTATI VEGETALI STUFFER,80G,CARNE,2026-04-07,2026-04-20
ALI DI POLLO BARBECUE,1KG,CARNE,2026-02-10,2026-02-23
ALI DI POLLO INTERE,1KG,CARNE,2024-01-30,2024-02-12
ANTIPASTO EMILIANO EKOM,125G,CARNE,2024-07-16,2024-07-29
ARISTA CON OSSO CON PANCETTA,1KG,CARNE,2025-04-08,2025-04-21
ARISTA CON PANCETTA,1KG,CARNE,2024-03-19,2024-04-01
ARISTA DI MAIALE,1KG,CARNE,2026-03-10,2026-03-23
ARISTA REGINA CON OSSO,1KG,CARNE,2024-12-17,2024-12-31
ARROSTICINI DI OVINO,660G,CARNE,2026-04-21,2026-05-04
ARROSTO DI FESA DI TACCHINO,1KG,CARNE,2025-12-02,2025-12-15
ARROSTO DI SOTTO FILETTO DI BOVINO ADULTO,1KG,CARNE,2025-12-16,2025-12-31
ASADO DI BOVINO ADULTO,1KG,CARNE,2026-04-21,2026-05-04
ASADO PER GRIGLIA,1KG,CARNE,2025-05-06,2025-05-19
BACON,100G,CARNE,2026-05-19,2026-06-01
BACON PARCHETTA TESA,N/D,CARNE,2026-05-19,2026-06-01
BASTONCINI DI SPECK ALTO ADIGE IGP,70G,CARNE,2024-05-07,2024-05-20
BEEF JERKY,25G,CARNE,2024-04-23,2024-05-06
BIRAGHINI BIRAGHINI,400G,CARNE,2026-01-27,2026-02-09
BIRAGHINI GRAN BIRAGHI,400G,CARNE,2025-01-14,2025-01-27
BOCCONCINI DI POLLO,1KG,CARNE,2026-05-19,2026-06-01
BOLLITO CON OSSO DI BOVINO ADULTO,1KG,CARNE,2025-11-04,2025-11-17
BOLLITO MAGRO DI BOVINO ADULTO,1KG,CARNE,2025-11-18,2025-12-01
BOLLITO MISTO,1KG,CARNE,2024-12-17,2024-12-31
BOVINO ADULTO,1KG,CARNE,2025-01-14,2025-01-27
BRACIOLE DI MAIALE,1KG,CARNE,2025-11-18,2025-12-01
BRACIOLE DI SUINO,1KG,CARNE,2026-05-19,2026-06-01
BRACIOLE DI SUINO CONFEZIONE RISPARMIO,1KG,CARNE,2024-06-04,2024-06-17
BRESAOLA,80G,CARNE,2026-04-07,2026-04-20
BRESAOLA DI TACCHINO,N/D,CARNE,2024-05-07,2024-05-20
BRESAOLA DI TACCHINO RIGAMONTI,100G,CARNE,2026-05-19,2026-06-01
BRESAOLA PUNTA D ANCA IGP RIGAMONTI,N/D,CARNE,2024-03-19,2024-04-01
BRESAOLA PUNTA D'ANCA IGP MONT I,100G,CARNE,2024-01-30,2024-02-12
BRESAOLA PUNTA D'ANCA IGP RIGAMONTI,100G,CARNE,2026-01-27,2026-02-09
BRESAOLA SOTTOFESA,100G,CARNE,2025-12-02,2025-12-15
BRESAOLA VALTELLINA IGP RIGAMONTI,80G,CARNE,2026-04-21,2026-05-04
BURGER 100% VEGETALE UNCONVENTIONAL,N/D,CARNE,2026-05-19,2026-06-01
BURGER VEGETARIANO,200G,CARNE,2025-03-25,2025-04-07
BURGER VEGETARIANO VALSOIA,752G,CARNE,2024-10-08,2024-10-21
CARNE LESSATA,90G,CARNE,2026-06-02,2026-06-15
CARNE MONTANA,140G,CARNE,2025-08-26,2025-09-08
CARNE SIMMENTHAL,90GX6,CARNE,2025-07-15,2025-07-28
CARPACCIO DI BOVINO ADULTO,1KG,CARNE,2026-04-21,2026-05-04
CARPACCIO DI BRESAOLA,100G,CARNE,2026-06-02,2026-06-15
CARPACCIO DI BRESOLA PUNTA D'ANCA RIGAMONTI,90G,CARNE,2026-04-07,2026-04-20
